system;q;dm;k;clutch;seed;sdmu;df;mu;numgen;nmp;nfp;runtime;patch;imprint;l;generation;meanaf;varaf;meanam;varam;nsurvf;nsurvm;ram;file
diploid;1;0.4;0.333333;200;853607670;0.02;0.6;0.01;20000;2;3;1552882976;1000;maternal;0.1;20000;2.91154;0.00439166;3.30322;0.003805;274294;275872;0.045156;./core_1461/sim_sa_sexbias_18_3_2019_042256_831947711
diploid;1;0.4;0.333333;200;118196411;0.02;0.6;0.01;20000;2;3;1552755507;1000;maternal;0.1;20000;2.93537;0.00579698;3.3025;0.00383693;280437;280923;0.044992;./core_1462/sim_sa_sexbias_16_3_2019_165827_117838205
diploid;1;0.4;0.333333;200;396672168;0.02;0.6;0.01;20000;2;3;1552819934;1000;maternal;0.1;20000;2.93997;0.0048803;3.24426;0.00708404;281516;281716;0.044784;./core_1462/sim_sa_sexbias_17_3_2019_105214_375381767
diploid;1;0.4;0.333333;200;798742928;0.02;0.6;0.01;20000;2;3;1552882763;1000;maternal;0.1;20000;3.01975;0.00386804;3.315;0.00688978;306815;305900;0.045408;./core_1462/sim_sa_sexbias_18_3_2019_041923_784316738
diploid;1;0.4;0.333333;200;782327438;0.02;0.6;0.01;20000;2;3;1552755792;1000;maternal;0.1;20000;2.88195;0.00561258;3.41365;0.00378353;265873;265181;0.045112;./core_1463/sim_sa_sexbias_16_3_2019_170312_749754204
haplodiploid;1;0.4;0.333333;200;112387365;0.02;0.6;0.01;20000;2;3;1552822165;1000;paternal;0.1;20000;2.81006;0.00406577;3.14114;0.00723989;245242;245794;0.044464;./core_1463/sim_sa_sexbias_17_3_2019_112925_97867865
haplodiploid;1;0.4;0.333333;200;333546656;0.02;0.6;0.01;20000;2;3;1552879232;1000;paternal;0.1;20000;2.78618;0.00401634;3.08902;0.00285669;240166;239858;0.044736;./core_1463/sim_sa_sexbias_18_3_2019_032032_333032058
haplodiploid;1;0.4;0.333333;200;891521314;0.02;0.6;0.01;20000;2;3;1552755806;1000;paternal;0.1;20000;2.79716;0.00189807;3.10213;0.00285877;242548;243343;0.044548;./core_1464/sim_sa_sexbias_16_3_2019_170326_891153567
haplodiploid;1;0.4;0.333333;200;137627184;0.02;0.6;0.01;20000;2;3;1552808529;1000;paternal;0.1;20000;2.79302;0.00498265;3.10163;0.00281017;242004;241957;0.044524;./core_1464/sim_sa_sexbias_17_3_2019_074209_137128515
haplodiploid;1;0.4;0.333333;200;938193988;0.02;0.6;0.01;20000;2;3;1552862148;1000;paternal;0.1;20000;2.79254;0.00265788;3.10123;0.00456842;242236;241373;0.044736;./core_1464/sim_sa_sexbias_17_3_2019_223548_937792332
diploid;1;0.4;0.333333;200;837403504;0.02;0.6;0.01;20000;2;3;1552755848;1000;paternal;0.1;20000;2.75184;0.00438451;2.91676;0.00278479;230719;231902;0.0445;./core_1465/sim_sa_sexbias_16_3_2019_170408_805104449
diploid;1;0.4;0.333333;200;336413856;0.02;0.6;0.01;20000;2;3;1552798456;1000;paternal;0.1;20000;2.79222;0.00434105;2.83519;0.00690437;240452;242174;0.04454;./core_1465/sim_sa_sexbias_17_3_2019_045416_315267935
diploid;1;0.4;0.333333;200;577657028;0.02;0.6;0.01;20000;2;3;1552841810;1000;paternal;0.1;20000;2.75109;0.00310746;2.85412;0.01039;231518;230745;0.044756;./core_1465/sim_sa_sexbias_17_3_2019_165650_577252086
diploid;1;0.4;0.333333;200;492048483;0.02;0.6;0.01;20000;2;3;1552755843;1000;paternal;0.1;20000;2.86061;0.00357443;2.92987;0.00427904;259958;260279;0.04474;./core_1466/sim_sa_sexbias_16_3_2019_170403_468154552
diploid;1;0.4;0.333333;200;468069051;0.02;0.6;0.01;20000;2;3;1552815978;1000;paternal;0.1;20000;2.75298;0.00562532;2.89117;0.00317666;232255;231599;0.04476;./core_1466/sim_sa_sexbias_17_3_2019_094618_446399715
haplodiploid;1;0.4;0.333333;200;396141846;0.02;0.6;0.01;20000;2;3;1552873237;1000;offspring;0.5;20000;2.84959;0.0022954;2.75166;0.00311065;257176;256954;0.04478;./core_1466/sim_sa_sexbias_18_3_2019_014037_374560832
haplodiploid;1;0.4;0.333333;200;878011323;0.02;0.6;0.01;20000;2;3;1552755971;1000;offspring;0.5;20000;2.85069;0.00383225;2.76494;0.00339509;258077;258015;0.04474;./core_1467/sim_sa_sexbias_16_3_2019_170611_845286122
haplodiploid;1;0.4;0.333333;200;700018544;0.02;0.6;0.01;20000;2;3;1552815665;1000;offspring;0.5;20000;2.84683;0.00512907;2.7628;0.00302331;256033;255953;0.044876;./core_1467/sim_sa_sexbias_17_3_2019_094105_682318752
haplodiploid;1;0.4;0.333333;200;991996708;0.02;0.6;0.01;20000;2;3;1552876097;1000;offspring;0.5;20000;2.85055;0.00251796;2.74976;0.00276759;257316;257892;0.044696;./core_1467/sim_sa_sexbias_18_3_2019_022817_991520915
haplodiploid;1;0.4;0.333333;200;591209901;0.02;0.6;0.01;20000;2;3;1552756233;1000;offspring;0.5;20000;2.86715;0.00375091;2.78389;0.0019895;262083;262070;0.044872;./core_1468/sim_sa_sexbias_16_3_2019_171033_558538675
diploid;1;0.4;0.333333;200;135226561;0.02;0.6;0.01;20000;2;3;1552816112;1000;offspring;0.5;20000;2.87377;0.00265979;2.70264;0.00736789;264566;263750;0.045028;./core_1468/sim_sa_sexbias_17_3_2019_094832_113566790
diploid;1;0.4;0.333333;200;775322849;0.02;0.6;0.01;20000;2;3;1552877742;1000;offspring;0.5;20000;2.83514;0.00553548;2.70851;0.002918;252580;253010;0.044608;./core_1468/sim_sa_sexbias_18_3_2019_025542_774882521
diploid;1;0.4;0.333333;200;26081019;0.02;0.6;0.01;20000;2;3;1552756332;1000;offspring;0.5;20000;2.87401;0.00233217;2.69976;0.00365623;263921;263665;0.044664;./core_1469/sim_sa_sexbias_16_3_2019_171212_25544834
diploid;1;0.4;0.333333;200;182580617;0.02;0.6;0.01;20000;2;3;1552816865;1000;offspring;0.5;20000;2.83674;0.00226138;2.68001;0.00417136;253642;253300;0.044784;./core_1469/sim_sa_sexbias_17_3_2019_100105_182148720
diploid;1;0.4;0.333333;200;559788102;0.02;0.6;0.01;20000;2;3;1552875996;1000;offspring;0.5;20000;2.85712;0.00279436;2.73037;0.00270971;259251;258793;0.044896;./core_1469/sim_sa_sexbias_18_3_2019_022636_559162715
haplodiploid;1;0.4;0.333333;200;336143207;0.02;0.6;0.01;20000;2;3;1552756447;1000;madumnal;0.5;20000;2.90241;0.0034345;2.74819;0.00364625;271237;271225;0.04482;./core_1470/sim_sa_sexbias_16_3_2019_171407_306084541
haplodiploid;1;0.4;0.333333;200;837121473;0.02;0.6;0.01;20000;2;3;1552801992;1000;madumnal;0.5;20000;2.86914;0.0036382;2.77147;0.00355146;261842;261224;0.044908;./core_1470/sim_sa_sexbias_17_3_2019_055312_815945477
haplodiploid;1;0.4;0.333333;200;113115523;0.02;0.6;0.01;20000;2;3;1552847727;1000;madumnal;0.5;20000;2.94119;0.00709182;2.75376;0.0047431;282636;281793;0.044824;./core_1470/sim_sa_sexbias_17_3_2019_183527_92823853
haplodiploid;1;0.4;0.333333;200;499733653;0.02;0.6;0.01;20000;2;3;1552756463;1000;madumnal;0.5;20000;2.88541;0.00260049;2.77094;0.00198944;267020;266485;0.046836;./core_1471/sim_sa_sexbias_16_3_2019_171423_467421500
haplodiploid;1;0.4;0.333333;200;872704297;0.02;0.6;0.01;20000;2;3;1552817708;1000;madumnal;0.5;20000;2.83009;0.00246457;2.79574;0.00206727;252287;251816;0.0449;./core_1471/sim_sa_sexbias_17_3_2019_101508_851095484
diploid;1;0.4;0.333333;200;605502179;0.02;0.6;0.01;20000;2;3;1552879147;1000;madumnal;0.5;20000;2.90422;0.00234479;2.74759;0.00230357;272408;271620;0.045492;./core_1471/sim_sa_sexbias_18_3_2019_031907_605150613
diploid;1;0.4;0.333333;200;381569962;0.02;0.6;0.01;20000;2;3;1552756481;1000;madumnal;0.5;20000;2.87038;0.00255866;2.79731;0.00412433;262498;262837;0.04492;./core_1472/sim_sa_sexbias_16_3_2019_171441_350938507
diploid;1;0.4;0.333333;200;205589621;0.02;0.6;0.01;20000;2;3;1552820397;1000;madumnal;0.5;20000;2.91974;0.00243133;2.78753;0.00290627;277313;276194;0.04482;./core_1472/sim_sa_sexbias_17_3_2019_105957_192859724
diploid;1;0.4;0.333333;200;230691828;0.02;0.6;0.01;20000;2;3;1552885017;1000;madumnal;0.5;20000;2.87152;0.0033923;2.69509;0.00312404;262943;262050;0.045132;./core_1472/sim_sa_sexbias_18_3_2019_045657_230296878
diploid;1;0.4;0.333333;200;810016197;0.02;0.6;0.01;20000;2;3;1552756495;1000;madumnal;0.5;20000;2.87679;0.00324027;2.73054;0.00293532;263648;263948;0.044876;./core_1473/sim_sa_sexbias_16_3_2019_171455_777570509
haplodiploid;1;0.4;0.333333;200;821011257;0.02;0.6;0.01;20000;2;3;1552820263;1000;padumnal;0.5;20000;2.82653;0.00241917;2.75169;0.00235212;250242;250130;0.04468;./core_1473/sim_sa_sexbias_17_3_2019_105743_799332124
haplodiploid;1;0.4;0.333333;200;706877291;0.02;0.6;0.01;20000;2;3;1552878871;1000;padumnal;0.5;20000;2.81831;0.00247606;2.78119;0.0025878;248165;247929;0.044828;./core_1473/sim_sa_sexbias_18_3_2019_031431_706511791
haplodiploid;1;0.4;0.333333;200;997642980;0.02;0.6;0.01;20000;2;3;1552756573;1000;padumnal;0.5;20000;2.78054;0.00411955;2.77653;0.00233312;238538;238351;0.044972;./core_1474/sim_sa_sexbias_16_3_2019_171613_971056796
haplodiploid;1;0.4;0.333333;200;852818010;0.02;0.6;0.01;20000;2;3;1552814725;1000;padumnal;0.5;20000;2.88511;0.00504242;2.74757;0.00270323;266761;266918;0.044984;./core_1474/sim_sa_sexbias_17_3_2019_092525_852464028
haplodiploid;1;0.4;0.333333;200;180606572;0.02;0.6;0.01;20000;2;3;1552872836;1000;padumnal;0.5;20000;2.80562;0.00285124;2.74747;0.00417043;245064;245165;0.04468;./core_1474/sim_sa_sexbias_18_3_2019_013356_158965969
diploid;1;0.4;0.333333;200;559858902;0.02;0.6;0.01;20000;2;3;1552756583;1000;padumnal;0.5;20000;2.87283;0.00178504;2.67833;0.00216001;263057;263391;0.044616;./core_1475/sim_sa_sexbias_16_3_2019_171623_527394030
diploid;1;0.4;0.333333;200;394836096;0.02;0.6;0.01;20000;2;3;1552815569;1000;padumnal;0.5;20000;2.82891;0.00398966;2.66982;0.0026495;250726;251192;0.044676;./core_1475/sim_sa_sexbias_17_3_2019_093929_394461715
diploid;1;0.4;0.333333;200;358870143;0.02;0.6;0.01;20000;2;3;1552875106;1000;padumnal;0.5;20000;2.79537;0.00181314;2.66479;0.00236083;243645;242226;0.044532;./core_1475/sim_sa_sexbias_18_3_2019_021146_337149848
diploid;1;0.4;0.333333;200;162779642;0.02;0.6;0.01;20000;2;3;1552756677;1000;padumnal;0.5;20000;2.81415;0.00400011;2.70497;0.0021892;246404;246222;0.044676;./core_1476/sim_sa_sexbias_16_3_2019_171757_162408219
diploid;1;0.4;0.333333;200;892413604;0.02;0.6;0.01;20000;2;3;1552815412;1000;padumnal;0.5;20000;2.80565;0.00357335;2.69959;0.00274269;244656;244746;0.044648;./core_1476/sim_sa_sexbias_17_3_2019_093652_870773835
haplodiploid;1;0.4;0.333333;200;220443865;0.02;0.6;0.01;20000;2;3;1552873152;1000;maternal;0.5;20000;2.98162;0.00496991;2.89216;0.00444942;294152;294527;0.04544;./core_1476/sim_sa_sexbias_18_3_2019_013912_220086495
haplodiploid;1;0.4;0.333333;200;993946538;0.02;0.6;0.01;20000;2;3;1552756788;1000;maternal;0.5;20000;2.99524;0.0104318;2.92808;0.00506006;297856;297850;0.047028;./core_1477/sim_sa_sexbias_16_3_2019_171948_993490887
haplodiploid;1;0.4;0.333333;200;329273455;0.02;0.6;0.01;20000;2;3;1552827268;1000;maternal;0.5;20000;2.98862;0.00554034;2.94384;0.010744;295860;297344;0.048504;./core_1477/sim_sa_sexbias_17_3_2019_125428_312697698
haplodiploid;1;0.4;0.333333;200;190220347;0.02;0.6;0.01;20000;2;3;1552899911;1000;maternal;0.5;20000;3.05527;0.00255988;2.88777;0.00450484;316622;317457;0.048128;./core_1477/sim_sa_sexbias_18_3_2019_090511_168588174
haplodiploid;1;0.4;0.333333;200;938696271;0.02;0.6;0.01;20000;2;3;1552756840;1000;maternal;0.5;20000;2.99231;0.0053802;2.89796;0.00291524;297373;297002;0.046008;./core_1478/sim_sa_sexbias_16_3_2019_172040_915110002
diploid;1;0.4;0.333333;200;113692867;0.02;0.6;0.01;20000;2;3;1552824040;1000;maternal;0.5;20000;3.0534;0.00265672;2.91022;0.00270515;316365;314912;0.046056;./core_1478/sim_sa_sexbias_17_3_2019_120040_92106738
diploid;1;0.4;0.333333;200;532727243;0.02;0.6;0.01;20000;2;3;1552895156;1000;maternal;0.5;20000;3.0089;0.00426674;2.93449;0.00672884;301900;302940;0.046472;./core_1478/sim_sa_sexbias_18_3_2019_074556_518070597
diploid;1;0.4;0.333333;200;441837004;0.02;0.6;0.01;20000;2;3;1552756951;1000;maternal;0.5;20000;2.97773;0.00399657;2.98771;0.00376117;293643;292981;0.047104;./core_1479/sim_sa_sexbias_16_3_2019_172231_409103564
diploid;1;0.4;0.333333;200;100835607;0.02;0.6;0.01;20000;2;3;1552829145;1000;maternal;0.5;20000;3.01437;0.00727866;2.94964;0.00563705;302837;303465;0.047648;./core_1479/sim_sa_sexbias_17_3_2019_132545_87130054
diploid;1;0.4;0.333333;200;156814116;0.02;0.6;0.01;20000;2;3;1552902136;1000;maternal;0.5;20000;3.01365;0.0104121;2.93172;0.00580126;303152;301813;0.049196;./core_1479/sim_sa_sexbias_18_3_2019_094216_156344251
haplodiploid;1;0.4;0.333333;200;272273260;0.02;0.6;0.01;20000;2;3;1552756977;1000;paternal;0.5;20000;2.81949;0.00383237;2.73737;0.00250911;248186;249065;0.044484;./core_1480/sim_sa_sexbias_16_3_2019_172257_271835553
haplodiploid;1;0.4;0.333333;200;722767906;0.02;0.6;0.01;20000;2;3;1552814769;1000;paternal;0.5;20000;2.81147;0.00360197;2.75821;0.00486016;245978;245338;0.044604;./core_1480/sim_sa_sexbias_17_3_2019_092609_722407662
haplodiploid;1;0.4;0.333333;200;958836409;0.02;0.6;0.01;20000;2;3;1552872100;1000;paternal;0.5;20000;2.84113;0.00339748;2.76489;0.00333746;254819;255341;0.044748;./core_1480/sim_sa_sexbias_18_3_2019_012140_958488814
haplodiploid;1;0.4;0.333333;200;734925390;0.02;0.6;0.01;20000;2;3;1552757027;1000;paternal;0.5;20000;2.87294;0.00452473;2.73402;0.00358985;263268;262882;0.044668;./core_1481/sim_sa_sexbias_16_3_2019_172347_706094602
haplodiploid;1;0.4;0.333333;200;695987993;0.02;0.6;0.01;20000;2;3;1552814685;1000;paternal;0.5;20000;2.84439;0.00284262;2.71062;0.00504245;256574;255695;0.044688;./core_1481/sim_sa_sexbias_17_3_2019_092445_695682583
diploid;1;0.4;0.333333;200;725992381;0.02;0.6;0.01;20000;2;3;1552873769;1000;paternal;0.5;20000;2.90365;0.00685194;2.72219;0.00776038;271126;272234;0.044828;./core_1481/sim_sa_sexbias_18_3_2019_014929_706159750
diploid;1;0.4;0.333333;200;919595290;0.02;0.6;0.01;20000;2;3;1552757098;1000;paternal;0.5;20000;2.85518;0.00362122;2.70498;0.00456678;257632;257451;0.045044;./core_1482/sim_sa_sexbias_16_3_2019_172458_887081983
diploid;1;0.4;0.333333;200;19622883;0.02;0.6;0.01;20000;2;3;1552856504;1000;paternal;0.5;20000;2.84894;0.00538658;2.73894;0.00346353;255907;256739;0.045096;./core_1482/sim_sa_sexbias_17_3_2019_210144_3221890
diploid;1;0.4;0.333333;200;668613469;0.02;0.6;0.01;20000;2;3;1552918555;1000;paternal;0.5;20000;2.84445;0.00601781;2.78751;0.00265004;255815;254974;0.045044;./core_1482/sim_sa_sexbias_18_3_2019_141555_655911837
diploid;1;0.4;0.333333;200;322042800;0.02;0.6;0.01;20000;2;3;1552757146;1000;paternal;0.5;20000;2.90835;0.0054641;2.70917;0.00425361;272627;272207;0.044988;./core_1483/sim_sa_sexbias_16_3_2019_172546_289543179
haplodiploid;1;0.4;0.333333;200;171101420;0.02;0.6;0.01;20000;2;3;1552820768;1000;offspring;1;20000;2.96207;0.00528176;1.51515;0.00343032;288676;288818;0.045992;./core_1483/sim_sa_sexbias_17_3_2019_110608_149261873
haplodiploid;1;0.4;0.333333;200;410071171;0.02;0.6;0.01;20000;2;3;1552883798;1000;offspring;1;20000;3.00212;0.00490253;1.47517;0.00196066;300892;300278;0.045376;./core_1483/sim_sa_sexbias_18_3_2019_043638_388645302
haplodiploid;1;0.4;0.333333;200;419284778;0.02;0.6;0.01;20000;2;3;1552757167;1000;offspring;1;20000;2.95761;0.00342688;1.49403;0.00262224;287065;287440;0.046016;./core_1484/sim_sa_sexbias_16_3_2019_172607_418906996
haplodiploid;1;0.4;0.333333;200;953516094;0.02;0.6;0.01;20000;2;3;1552819752;1000;offspring;1;20000;2.96789;0.00635639;1.49355;0.00297765;290043;290517;0.0456;./core_1484/sim_sa_sexbias_17_3_2019_104912_932051153
haplodiploid;1;0.4;0.333333;200;486488050;0.02;0.6;0.01;20000;2;3;1552881831;1000;offspring;1;20000;2.98998;0.00428383;1.48817;0.00121763;297690;296648;0.045908;./core_1484/sim_sa_sexbias_18_3_2019_040351_464928978
diploid;1;0.4;0.333333;200;120723171;0.02;0.6;0.01;20000;2;3;1552757232;1000;offspring;1;20000;3.02549;0.00378833;1.49246;0.00204033;308784;306959;0.046672;./core_1485/sim_sa_sexbias_16_3_2019_172712_88111933
diploid;1;0.4;0.333333;200;312673952;0.02;0.6;0.01;20000;2;3;1552826854;1000;offspring;1;20000;3.03411;0.00323508;1.49532;0.00253743;311162;310437;0.045996;./core_1485/sim_sa_sexbias_17_3_2019_124734_290955885
diploid;1;0.4;0.333333;200;4717200;0.02;0.6;0.01;20000;2;3;1552894309;1000;offspring;1;20000;3.01784;0.00386661;1.52204;0.00217855;305297;305612;0.046032;./core_1485/sim_sa_sexbias_18_3_2019_073148_983139242
diploid;1;0.4;0.333333;200;14396563;0.02;0.6;0.01;20000;2;3;1552757397;1000;offspring;1;20000;3.00754;0.00253634;1.51756;0.0039367;301830;302099;0.04574;./core_1486/sim_sa_sexbias_16_3_2019_172957_12978538
diploid;1;0.4;0.333333;200;23816168;0.02;0.6;0.01;20000;2;3;1552820493;1000;offspring;1;20000;3.03173;0.00472301;1.46973;0.00207055;310790;309669;0.046264;./core_1486/sim_sa_sexbias_17_3_2019_110133_23434834
haplodiploid;1;0.4;0.333333;200;844636341;0.02;0.6;0.01;20000;2;3;1552883893;1000;madumnal;1;20000;2.94372;0.00287991;1.49509;0.00160933;282779;284402;0.045476;./core_1486/sim_sa_sexbias_18_3_2019_043813_844171818
haplodiploid;1;0.4;0.333333;200;436605930;0.02;0.6;0.01;20000;2;3;1552757477;1000;madumnal;1;20000;2.96004;0.00235236;1.50061;0.00129144;288525;287818;0.045164;./core_1487/sim_sa_sexbias_16_3_2019_173117_408886431
haplodiploid;1;0.4;0.333333;200;942624165;0.02;0.6;0.01;20000;2;3;1552820810;1000;madumnal;1;20000;2.97432;0.00181327;1.48904;0.0019068;291429;291471;0.04528;./core_1487/sim_sa_sexbias_17_3_2019_110650_921028774
haplodiploid;1;0.4;0.333333;200;265654857;0.02;0.6;0.01;20000;2;3;1552883862;1000;madumnal;1;20000;2.93296;0.00246076;1.49988;0.00196083;280429;279727;0.045148;./core_1487/sim_sa_sexbias_18_3_2019_043742_247209895
haplodiploid;1;0.4;0.333333;200;25572164;0.02;0.6;0.01;20000;2;3;1552757562;1000;madumnal;1;20000;2.94682;0.00259815;1.49873;0.00206742;284057;283462;0.045072;./core_1488/sim_sa_sexbias_16_3_2019_173241_992902728
diploid;1;0.4;0.333333;200;951574206;0.02;0.6;0.01;20000;2;3;1552819559;1000;madumnal;1;20000;2.93382;0.00392538;1.50202;0.00163319;279375;279667;0.045232;./core_1488/sim_sa_sexbias_17_3_2019_104559_929871401
diploid;1;0.4;0.333333;200;488207830;0.02;0.6;0.01;20000;2;3;1552883195;1000;madumnal;1;20000;2.92448;0.00224737;1.52187;0.00164875;277911;277014;0.045612;./core_1488/sim_sa_sexbias_18_3_2019_042635_487889363
diploid;1;0.4;0.333333;200;144478611;0.02;0.6;0.01;20000;2;3;1552757562;1000;madumnal;1;20000;2.94601;0.00386453;1.52493;0.00131009;283528;283331;0.045496;./core_1489/sim_sa_sexbias_16_3_2019_173242_117690691
diploid;1;0.4;0.333333;200;293423792;0.02;0.6;0.01;20000;2;3;1552824037;1000;madumnal;1;20000;2.98719;0.0018164;1.55038;0.000925504;296668;295865;0.04556;./core_1489/sim_sa_sexbias_17_3_2019_120037_271660013
diploid;1;0.4;0.333333;200;936458995;0.02;0.6;0.01;20000;2;3;1552888711;1000;madumnal;1;20000;2.9085;0.00217574;1.52544;0.00159984;272959;273940;0.045756;./core_1489/sim_sa_sexbias_18_3_2019_055831_935972107
haplodiploid;1;0.4;0.333333;200;661369492;0.02;0.6;0.01;20000;2;3;1552757748;1000;padumnal;1;20000;2.97777;0.00327501;1.47089;0.00165288;292749;293617;0.046392;./core_1490/sim_sa_sexbias_16_3_2019_173548_628758509
haplodiploid;1;0.4;0.333333;200;566378359;0.02;0.6;0.01;20000;2;3;1552823500;1000;padumnal;1;20000;2.99365;0.0027015;1.49123;0.00173711;298399;296982;0.04574;./core_1490/sim_sa_sexbias_17_3_2019_115140_544800679
haplodiploid;1;0.4;0.333333;200;467172051;0.02;0.6;0.01;20000;2;3;1552888731;1000;padumnal;1;20000;3.01214;0.00281968;1.49513;0.00135612;304071;304046;0.04654;./core_1490/sim_sa_sexbias_18_3_2019_055851_466765538
haplodiploid;1;0.4;0.333333;200;323213525;0.02;0.6;0.01;20000;2;3;1552757742;1000;padumnal;1;20000;3.03519;0.00364461;1.49558;0.00165399;311025;309886;0.046596;./core_1491/sim_sa_sexbias_16_3_2019_173542_322865429
haplodiploid;1;0.4;0.333333;200;155540354;0.02;0.6;0.01;20000;2;3;1552822276;1000;padumnal;1;20000;2.99434;0.00216871;1.45895;0.00187418;297199;298231;0.044976;./core_1491/sim_sa_sexbias_17_3_2019_113116_155136816
diploid;1;0.4;0.333333;200;148901870;0.02;0.6;0.01;20000;2;3;1552885084;1000;padumnal;1;20000;3.02574;0.00249505;1.51882;0.000878306;306177;307922;0.04756;./core_1491/sim_sa_sexbias_18_3_2019_045804_148451997
diploid;1;0.4;0.333333;200;813020098;0.02;0.6;0.01;20000;2;3;1552757760;1000;padumnal;1;20000;3.04819;0.00161496;1.50851;0.00200445;315065;313705;0.0464;./core_1492/sim_sa_sexbias_16_3_2019_173600_812570525
diploid;1;0.4;0.333333;200;276823470;0.02;0.6;0.01;20000;2;3;1552826865;1000;padumnal;1;20000;3.05523;0.00291459;1.49842;0.00162559;316965;316659;0.047724;./core_1492/sim_sa_sexbias_17_3_2019_124745_255200656
diploid;1;0.4;0.333333;200;99790542;0.02;0.6;0.01;20000;2;3;1552897148;1000;padumnal;1;20000;3.07126;0.00337152;1.47242;0.00129185;320736;320412;0.0477;./core_1492/sim_sa_sexbias_18_3_2019_081908_78179863
diploid;1;0.4;0.333333;200;467419234;0.02;0.6;0.01;20000;2;3;1552757777;1000;padumnal;1;20000;3.08696;0.00313199;1.4886;0.00160008;327190;327412;0.051416;./core_1493/sim_sa_sexbias_16_3_2019_173617_434827299
haplodiploid;1;0.4;0.333333;200;41385578;0.02;0.6;0.01;20000;2;3;1552828463;1000;maternal;1;20000;3.16392;0.0102129;1.48066;0.00381155;350493;349149;0.056908;./core_1493/sim_sa_sexbias_17_3_2019_131423_24807198
haplodiploid;1;0.4;0.333333;200;883377001;0.02;0.6;0.01;20000;2;3;1552904977;1000;maternal;1;20000;3.10444;0.00934678;1.52639;0.00757811;331314;331365;0.057288;./core_1493/sim_sa_sexbias_18_3_2019_102937_861682527
haplodiploid;1;0.4;0.333333;200;529857736;0.02;0.6;0.01;20000;2;3;1552757984;1000;maternal;1;20000;3.12723;0.00294514;1.49302;0.00300371;339318;339256;0.056172;./core_1494/sim_sa_sexbias_16_3_2019_173944_497135333
haplodiploid;1;0.4;0.333333;200;349307309;0.02;0.6;0.01;20000;2;3;1552829767;1000;maternal;1;20000;3.18028;0.00676755;1.51223;0.0037835;357427;356887;0.057324;./core_1494/sim_sa_sexbias_17_3_2019_133607_348934314
haplodiploid;1;0.4;0.333333;200;785866463;0.02;0.6;0.01;20000;2;3;1552902288;1000;maternal;1;20000;3.14549;0.00673257;1.56804;0.00346549;345901;346241;0.056224;./core_1494/sim_sa_sexbias_18_3_2019_094448_764301371
diploid;1;0.4;0.333333;200;261618512;0.02;0.6;0.01;20000;2;3;1552757982;1000;maternal;1;20000;3.11459;0.00361359;1.48112;0.00420921;336969;336871;0.056056;./core_1495/sim_sa_sexbias_16_3_2019_173942_260105468
diploid;1;0.4;0.333333;200;562230384;0.02;0.6;0.01;20000;2;3;1552829663;1000;maternal;1;20000;3.16757;0.0054191;1.48288;0.00155337;352472;351321;0.055992;./core_1495/sim_sa_sexbias_17_3_2019_133423_561820921
diploid;1;0.4;0.333333;200;124205694;0.02;0.6;0.01;20000;2;3;1552901661;1000;maternal;1;20000;3.16604;0.00388373;1.48243;0.00189296;351951;350726;0.0561;./core_1495/sim_sa_sexbias_18_3_2019_093421_123851202
diploid;1;0.4;0.333333;200;510461944;0.02;0.6;0.01;20000;2;3;1552758031;1000;maternal;1;20000;3.18284;0.00777699;1.49168;0.00202215;357846;357870;0.056748;./core_1496/sim_sa_sexbias_16_3_2019_174031_477759080
diploid;1;0.4;0.333333;200;51097067;0.02;0.6;0.01;20000;2;3;1552833028;1000;maternal;1;20000;3.16662;0.00620493;1.45212;0.00143219;352590;351608;0.055736;./core_1496/sim_sa_sexbias_17_3_2019_143028_50737464
haplodiploid;1;0.4;0.333333;200;631411381;0.02;0.6;0.01;20000;2;3;1552908220;1000;paternal;1;20000;3.01172;0.00359814;1.48674;0.00209575;303650;304382;0.045968;./core_1496/sim_sa_sexbias_18_3_2019_112340_609783258
haplodiploid;1;0.4;0.333333;200;96424514;0.02;0.6;0.01;20000;2;3;1552758072;1000;paternal;1;20000;3.01407;0.00217358;1.52215;0.00167133;302907;302480;0.046108;./core_1497/sim_sa_sexbias_16_3_2019_174112_63990116
haplodiploid;1;0.4;0.333333;200;34418102;0.02;0.6;0.01;20000;2;3;1552806097;1000;paternal;1;20000;2.99934;0.0021077;1.49849;0.00342497;299146;299393;0.046872;./core_1497/sim_sa_sexbias_17_3_2019_070137_12373217
haplodiploid;1;0.4;0.333333;200;50626132;0.02;0.6;0.01;20000;2;3;1552854379;1000;paternal;1;20000;3.00809;0.00263795;1.48732;0.00161322;301490;301874;0.046244;./core_1497/sim_sa_sexbias_17_3_2019_202619_50267776
haplodiploid;1;0.4;0.333333;200;345825208;0.02;0.6;0.01;20000;2;3;1552758172;1000;paternal;1;20000;2.98738;0.00278869;1.4998;0.00190399;295382;295300;0.046496;./core_1498/sim_sa_sexbias_16_3_2019_174252_313134625
diploid;1;0.4;0.333333;200;142946136;0.02;0.6;0.01;20000;2;3;1552823590;1000;paternal;1;20000;3.29439;0.00305412;1.46748;0.00463452;396601;397225;0.061444;./core_1498/sim_sa_sexbias_17_3_2019_115310_142619616
diploid;1;0.4;0.333333;200;985318120;0.02;0.6;0.01;20000;2;3;1552910598;1000;paternal;1;20000;3.26585;0.00294775;1.5186;0.00186278;387243;385396;0.060216;./core_1498/sim_sa_sexbias_18_3_2019_120318_984876291
